Device ID,Device Name,Fleet Name,Speed,Altitude,Creation Time,Location,Precision,Direct,Satellites,IO Status,Emergency,ACC State
2590000898,B 9979 SYM,"Sankyu,PT",43.19 km/h,25.0,2026-09-08 14:03:08,"106.732819,-6.190997",0.0,68,20,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",46.73 km/h,26.0,2026-09-08 14:03:05,"106.732513,-6.191068",0.0,89,20,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",43.21 km/h,26.0,2026-09-08 14:02:35,"106.728958,-6.19103",0.0,88,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",27.1 km/h,27.0,2026-09-08 14:02:05,"106.726372,-6.190663",0.0,100,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",43.06 km/h,29.0,2026-09-08 14:01:35,"106.72374,-6.190657",0.0,81,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",47.71 km/h,26.0,2026-09-08 14:01:05,"106.720276,-6.191628",0.0,69,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",48.04 km/h,26.0,2026-09-08 14:00:35,"106.717216,-6.19331",0.0,53,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",45.21 km/h,26.0,2026-09-08 14:00:05,"106.714371,-6.195487",0.0,52,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",47.0 km/h,29.0,2026-09-08 13:59:35,"106.711708,-6.197613",0.0,52,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",48.74 km/h,30.0,2026-09-08 13:59:05,"106.708717,-6.19994",0.0,51,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",49.98 km/h,26.0,2026-09-08 13:58:35,"106.705757,-6.202273",0.0,52,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",54.74 km/h,31.0,2026-09-08 13:58:05,"106.702629,-6.20473",0.0,52,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",45.34 km/h,31.0,2026-09-08 13:57:35,"106.69957,-6.207117",0.0,53,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",49.58 km/h,35.0,2026-09-08 13:57:05,"106.696594,-6.209092",0.0,61,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",47.6 km/h,36.0,2026-09-08 13:56:35,"106.693268,-6.210492",0.0,71,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",43.71 km/h,34.0,2026-09-08 13:56:05,"106.689911,-6.21147",0.0,76,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",43.8 km/h,35.0,2026-09-08 13:55:35,"106.686882,-6.212285",0.0,76,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",51.92 km/h,33.0,2026-09-08 13:55:05,"106.683319,-6.213274",0.0,74,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",49.89 km/h,31.0,2026-09-08 13:54:35,"106.679619,-6.214322",0.0,75,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",47.61 km/h,31.0,2026-09-08 13:54:05,"106.676056,-6.215285",0.0,74,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",45.75 km/h,32.0,2026-09-08 13:53:35,"106.672714,-6.216238",0.0,74,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.41 km/h,32.0,2026-09-08 13:53:05,"106.669228,-6.217198",0.0,74,20,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",51.06 km/h,39.0,2026-09-08 13:52:35,"106.665527,-6.21805",0.0,80,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",53.63 km/h,36.0,2026-09-08 13:52:05,"106.661713,-6.218635",0.0,82,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.0 km/h,37.0,2026-09-08 13:51:35,"106.657753,-6.219198",0.0,80,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",48.04 km/h,37.0,2026-09-08 13:51:05,"106.654037,-6.219738",0.0,82,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",45.86 km/h,37.0,2026-09-08 13:50:35,"106.650574,-6.22022",0.0,81,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.17 km/h,38.0,2026-09-08 13:50:05,"106.646965,-6.220742",0.0,81,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.09 km/h,40.0,2026-09-08 13:49:35,"106.643158,-6.221288",0.0,82,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.19 km/h,39.0,2026-09-08 13:49:05,"106.639534,-6.2218",0.0,81,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",52.13 km/h,35.0,2026-09-08 13:48:35,"106.635635,-6.222353",0.0,81,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",52.11 km/h,38.0,2026-09-08 13:48:05,"106.631767,-6.222908",0.0,81,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",49.13 km/h,39.0,2026-09-08 13:47:35,"106.628029,-6.223447",0.0,81,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",45.1 km/h,37.0,2026-09-08 13:47:05,"106.624367,-6.22396",0.0,82,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",39.6 km/h,36.0,2026-09-08 13:46:35,"106.621216,-6.224417",0.0,82,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",51.48 km/h,40.0,2026-09-08 13:46:05,"106.617775,-6.224903",0.0,82,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",47.85 km/h,41.0,2026-09-08 13:45:35,"106.613983,-6.22511",0.0,89,22,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",50.94 km/h,38.0,2026-09-08 13:45:05,"106.610222,-6.224857",0.0,95,21,,No,on
2590000898,B 9979 SYM,"Sankyu,PT",49.32 km/h,41.0,2026-09-08 13:44:35,"106.606453,-6.22451",0.0,95,22,,No,on
